latitude,longitude,elevation,forest_cover,wetland_area,annual_rainfall,agricultural_land,coast_distance,protected_area,population_density,himalayan_proximity,river_delta_proximity,is_key_wetland,is_key_forest,is_key_grassland,is_coastal,is_himalayan,is_scrubland,is_agricultural,habitat_diversity
25.0,77.00000000000003,299.644349699357,74.92394742781771,18.443214327830468,1340.080525464745,13.343016293529523,-28.727049140783212,0.0,4.091309817148627,17.00355650300643,10.28442701750538,0,0,0,1,0,0,0,0.14285714285714285
25.0,77.20000000000003,428.0298077042533,39.43948128506272,9.933529353251627,1568.9795935208047,61.30696714227537,11.002569624357587,1.0,26.96761953235092,15.719701922957467,13.678226198342003,0,0,0,1,0,0,0,0.14285714285714285
25.0,77.40000000000003,516.1081373136747,27.61619189078466,13.80468179916145,2176.4331166314337,67.9688209971018,-16.005865632147533,0.0,7.577018014292604,14.838918626863254,12.172772504741761,0,0,0,1,0,0,0,0.14285714285714285
25.0,77.60000000000004,0.0,50.271089204538185,7.991681048965489,1001.6412352269138,41.09845141818286,-0.35855936499597457,0.0,9.404402541190478,20.0,11.633888360202526,0,0,0,1,0,0,0,0.14285714285714285
25.0,77.80000000000004,37.828497757932354,50.60922968732804,17.601137158422382,1806.0367877008098,19.24940662996441,-0.7084028138301905,0.0,61.3561832938594,19.621715022420677,6.9506767802988545,0,0,0,1,0,0,0,0.14285714285714285
25.0,78.00000000000004,0.0,63.074377042327264,16.71433989361003,1338.7597073130128,10.221919301606793,-10.541322364795482,0.0,4.718158754746378,20.0,7.678607122116345,0,0,0,1,0,0,0,0.14285714285714285
25.0,78.20000000000005,153.19602817860374,72.25229614770663,3.5317951741661577,1647.0857055998765,26.942243821321355,-20.47319492261429,0.0,1.3863135545128822,18.468039718213962,10.54885993945993,0,0,0,1,0,0,0,0.14285714285714285
25.0,78.40000000000005,293.27167488926693,53.47413687191598,17.964281464358294,1619.5135152968094,31.98383745796918,-5.713730961845272,0.0,6.850783913607807,17.06728325110733,10.428385827109304,0,0,0,1,0,0,0,0.14285714285714285
25.0,78.60000000000005,397.46690331782037,93.04083031449898,22.95955769950723,1606.1984002116938,0.0,32.5066061815039,0.0,12.374798941165603,16.025330966821794,13.123704802113355,1,0,0,1,0,0,0,0.2857142857142857
25.0,78.80000000000005,184.80979527149546,58.03135731447926,9.949670744576682,1772.370665365814,32.464668049836774,-27.233500609272618,0.0,3.055667917099203,18.151902047285045,10.219815348784,0,0,0,1,0,0,0,0.14285714285714285
25.0,79.00000000000006,136.0304953490312,46.18363748928905,5.832359058769701,1476.0751870289077,54.29624702165908,33.84626038209751,0.0,17.541495686765145,18.639695046509686,13.564918108695487,0,0,0,1,0,0,0,0.14285714285714285
25.0,79.20000000000006,230.35159844974808,21.75838940322048,22.548814132882207,2165.896987981247,44.18052988882587,-5.194423421530648,0.0,31.53456944691595,17.69648401550252,8.411684398948925,1,0,0,1,0,0,0,0.2857142857142857
25.0,79.40000000000006,32.9714196739954,47.0714361798911,1.2907558433430508,1359.7161303138892,62.68777999480999,0.7074283417727824,0.0,57.06806141649727,19.670285803260047,10.539393552291061,0,0,0,1,0,0,0,0.14285714285714285
25.0,79.60000000000007,617.9077443389547,52.45793903767017,7.510786665548335,2100.7048640525845,36.25596281118324,-21.734216227694546,0.0,4.166387863902682,13.820922556610453,13.876426798209513,0,0,0,1,0,0,0,0.14285714285714285
25.0,79.80000000000007,0.0,71.31408041686669,7.8952835501655505,1881.6310809743227,33.36676715873427,-15.425388333549616,0.0,41.662713301703995,20.0,10.05241721004638,0,0,0,1,0,0,0,0.14285714285714285
25.0,80.00000000000007,236.9481157791449,63.30662553033653,13.367438074739933,1669.13069512307,17.99141193716453,-10.058193000760383,0.0,5.608778180151024,17.630518842208552,11.000837896363915,0,0,0,1,0,0,0,0.14285714285714285
25.0,80.20000000000007,604.7212438459278,35.38551127397436,8.137439427968841,2121.939500975527,46.21079446921501,-20.913899417558245,1.0,21.652390043463573,13.952787561540722,14.923344406265436,0,0,0,1,0,0,0,0.14285714285714285
25.0,80.40000000000008,201.35996891199954,57.14854337810549,3.5898276029561385,1634.9554903145872,34.68025912052118,-4.178359147417435,0.5,13.003740089061786,17.986400310880004,14.031566861831429,0,0,0,1,0,0,0,0.14285714285714285
25.0,80.60000000000008,161.9921929997011,66.7689424181547,1.113203664422186,2154.7712893730336,31.166372686649918,-8.140317836135422,0.5,2.656549789098487,18.38007807000299,10.199917821444586,0,1,0,1,0,0,0,0.2857142857142857
25.0,80.80000000000008,128.51091543791455,83.60943296189521,3.9828228071870955,1756.810397044289,8.522945163202888,37.01562284871467,0.0,23.872020457766485,18.714890845620854,12.059857188896437,0,0,0,1,0,0,0,0.14285714285714285
25.0,81.00000000000009,163.92166364751844,71.10566713624677,0.5118376442200747,2362.8714212137165,26.222481003802024,-23.319483713609223,0.0,5.119114553195968,18.360783363524817,10.050113046703592,0,0,0,1,0,0,0,0.14285714285714285
25.0,81.20000000000009,474.569694935306,72.2051467178059,5.667282572113054,1987.998922359867,25.467222206842948,2.053810334971745,0.0,2.9366342267783905,15.254303050646941,14.404339092462502,0,0,0,1,0,0,0,0.14285714285714285
25.0,81.40000000000009,0.0,53.30970438354056,2.511801077932001,2170.824243870799,42.46670084056345,4.956925638036495,0.5,13.016944920065653,20.0,7.357669235759909,0,0,0,1,0,0,0,0.14285714285714285
25.0,81.6000000000001,506.6867402592651,65.22255300006405,0.0,2435.123591893153,34.11632306041588,-21.40641097303675,0.0,16.62135256268555,14.933132597407347,13.74183310997917,0,0,0,1,0,0,0,0.14285714285714285
25.0,81.8000000000001,0.0,77.09808250536047,11.471998213760884,2155.9924684881457,0.0,13.73654990905677,0.0,6.165185306762201,20.0,8.688514087478183,0,0,0,1,0,0,0,0.14285714285714285
25.0,82.0000000000001,146.66953415311704,26.547903875471754,2.660569044273269,2411.1822286709375,74.70850724035971,-7.966540257632562,0.0,6.719150031585393,18.53330465846883,14.829936771749999,0,0,0,1,0,0,0,0.14285714285714285
25.0,82.2000000000001,114.15111594026763,45.94166096258283,0.0,2015.238604728585,53.16630606050049,-49.84779303166135,0.0,0.28185414913752493,18.858488840597325,11.343118900322224,0,0,0,1,0,0,0,0.14285714285714285
25.0,82.4000000000001,317.71065395414394,39.49138648864612,4.242425135879293,2699.4667627114995,72.36911818030329,13.196992242091302,1.0,15.641932202874635,16.82289346045856,16.062200657686923,0,0,0,1,0,0,0,0.14285714285714285
25.0,82.60000000000011,0.0,59.69104686575977,5.403879730089729,3080.494549828497,25.509421731610917,-22.338817682047278,0.5,15.407271143028872,20.0,9.900258610372864,0,0,0,1,0,0,0,0.14285714285714285
25.0,82.80000000000011,292.43453321638856,79.25747024049757,0.0,3429.499395066866,2.6595764745072863,-20.95549892278198,0.5,4.500818088259824,17.075654667836115,12.150176843214007,0,1,0,1,0,0,0,0.2857142857142857
25.0,83.00000000000011,604.8619246573705,47.035668325033335,6.6914694810922875,2660.0035052244216,52.453547133174794,13.758041657847963,0.0,0.9408390093042907,13.951380753426294,18.458185343665864,0,0,0,1,0,0,0,0.14285714285714285
25.0,83.20000000000012,0.0,4.301897141848525,0.0,2909.930629994258,99.16337304128147,-6.943229648368996,0.5,26.86001005496739,20.0,10.874035244146837,0,0,0,1,0,0,1,0.2857142857142857
25.0,83.40000000000012,237.94123352207913,45.82272466745707,13.572388447668823,2180.0980124134676,30.520556679562652,18.355443011030005,0.0,38.68636459581375,17.620587664779208,9.736730302688482,0,0,0,1,0,0,0,0.14285714285714285
25.0,83.60000000000012,67.60356444067818,70.83964638901931,7.632076613758126,3205.9223387080033,6.230787447181651,24.203321907306375,1.0,28.909182052830225,19.32396435559322,10.853970901831563,0,1,0,1,0,0,0,0.2857142857142857
25.0,83.80000000000013,285.1774412386072,65.32454172474188,3.009166744747713,3028.7869187641704,47.040258837353306,-12.898569206445957,0.0,38.572918514900294,17.14822558761393,11.96566823809608,0,0,0,1,0,0,0,0.14285714285714285
25.0,84.00000000000013,203.82955548315041,62.29098895574637,1.2802319311748234,2691.554660392181,50.56988301914662,15.865249919100613,0.0,0.2106193030772281,17.961704445168497,7.93220396937143,0,0,0,1,0,0,0,0.14285714285714285
25.0,84.20000000000013,71.70261819113807,47.00062129405195,4.479379995668096,3248.7052604948663,23.645431123218657,-15.109216027857638,0.0,98.7178393860317,19.28297381808862,12.141034500875806,0,0,0,1,0,0,0,0.14285714285714285
25.0,84.40000000000013,297.5744569742148,29.130408299802596,8.066861771872402,2842.024523945173,58.22049963575999,44.66231834264353,0.0,11.588937008603917,17.024255430257853,14.358926503838765,0,0,0,1,0,0,0,0.14285714285714285
25.0,84.60000000000014,560.8696219573486,68.58525252500492,4.874518069789,2821.776118565021,43.18214995304508,-13.859140090624303,0.5,66.77016844760459,14.391303780426515,18.797128472579136,0,1,0,1,0,0,0,0.2857142857142857
25.0,84.80000000000014,161.81924165454026,36.65113799809297,3.915555131568778,3142.6004776282475,54.67268129255958,20.52174881920008,1.0,8.583841022144025,18.3818075834546,12.070924287779052,0,0,0,1,0,0,0,0.14285714285714285
25.2,75.0,432.18688254728346,100.0,25.29185145408948,680.9936500509044,0.0,31.581682870572685,0.0,7.614667490991461,15.678131174527167,11.295236831898821,1,0,0,1,0,0,0,0.2857142857142857
25.2,75.2,29.580702543414304,63.71173226777099,21.900865130695056,1347.3037558505966,11.55980932524027,21.027638795119852,0.0,11.213803268737838,19.704192974565856,9.77569936712181,1,0,0,1,0,0,0,0.2857142857142857
25.2,75.4,96.94801875404534,41.18020467490282,22.966516766890503,764.8357094831715,24.64430882052509,1.2950191246075136,0.0,13.217958030241116,19.03051981245955,10.372469241489215,1,0,0,1,0,0,0,0.2857142857142857
25.2,75.60000000000001,382.7165496937225,43.5120123922801,13.86384367513742,807.4325426448808,25.576386490302042,11.677932514112992,0.5,40.76078581889119,16.172834503062774,15.717343495696326,0,0,0,1,0,0,0,0.14285714285714285
25.2,75.80000000000001,585.05849982484,56.80024646674326,28.628731144876394,890.3583695999487,25.096495495727833,-28.365879905949868,0.0,21.656028308069708,14.1494150017516,12.898456637627877,1,0,0,1,0,0,0,0.2857142857142857
25.2,76.00000000000001,359.3579638747791,50.65479964179237,24.59073726232795,1431.931643907898,6.325094033402923,19.19428312058618,0.0,101.9583705246394,16.40642036125221,10.803347967379807,1,0,0,1,0,0,0,0.2857142857142857
25.2,76.20000000000002,225.6236880130162,76.27871130518561,18.450475741016877,1059.865350727761,7.743527474885072,21.69818897350888,0.0,17.690271910042384,17.74376311986984,8.98010046651142,0,0,0,1,0,0,0,0.14285714285714285
25.2,76.40000000000002,288.0935752023179,58.3327359328142,30.933919600339834,881.3155504041351,19.59913939442246,17.375870734168604,0.0,13.015811174013448,17.119064247976823,10.862467965439599,1,0,0,1,0,0,0,0.2857142857142857
25.2,76.60000000000002,38.153747323703584,37.72754503248353,20.917921777806786,1144.8266122641585,26.842270200698103,-44.76024107290998,0.5,3.1151997405953162,19.618462526762965,5.1932219589946875,1,0,0,1,0,0,0,0.2857142857142857
25.2,76.80000000000003,409.1383593887204,93.89336603492131,14.28428698772073,1357.7342275713643,0.0,-10.606846548855044,0.0,73.67146680687003,15.908616406112797,14.21512964084026,0,0,0,1,0,0,0,0.14285714285714285
25.2,77.00000000000003,464.7019065823289,57.83371120205432,22.690088028064928,1053.8715202068067,31.607992653796654,-0.2559373040320754,0.0,14.129025912830677,15.352980934176712,13.553680506748375,1,0,0,1,0,0,0,0.2857142857142857
25.2,77.20000000000003,197.817227551031,69.04628209876729,19.316505120791934,1103.4752591264316,16.966129982711173,20.539061016722098,0.5,24.796234890027606,18.02182772448969,11.216662168347861,0,1,0,1,0,0,0,0.2857142857142857
25.2,77.40000000000003,194.22686456574678,41.47075950433993,18.21574883135736,2123.184818597222,34.14063459551384,20.492660465800867,0.0,14.200018407528292,18.057731354342533,10.397144235525413,0,0,0,1,0,0,0,0.14285714285714285
25.2,77.60000000000004,341.4109400480568,62.48704538585433,13.044172350348125,1272.4426237537932,36.49127229740925,11.301406513517591,0.0,15.095092875415347,16.58589059951943,15.175648660507925,0,0,0,1,0,0,0,0.14285714285714285
25.2,77.80000000000004,200.89134690952795,59.92114976896019,16.383999611356266,1474.5158607966696,35.760207854226564,27.41079308502031,0.0,64.18729988416236,17.99108653090472,12.114500438813378,0,0,0,1,0,0,0,0.14285714285714285
25.2,78.00000000000004,275.0087711924826,16.666924944994552,11.822601743706302,1502.0737977193978,74.20100024145623,-5.818965153116823,0.0,5.851706576943983,17.249912288075176,10.353673154802797,0,0,0,1,0,0,1,0.2857142857142857
25.2,78.20000000000005,708.1796519509501,100.0,14.962816084817094,1526.6541821586634,0.0,26.9105824668211,0.0,3.133207677033198,12.918203480490499,14.407156811632499,0,0,0,1,0,0,0,0.14285714285714285
25.2,78.40000000000005,238.83015396844775,79.8891614132579,1.770130466802236,1880.2815730111388,14.206221085221916,24.200724449739,1.0,2.921679214778004,17.611698460315523,10.45194086617498,0,1,0,1,0,0,0,0.2857142857142857
25.2,78.60000000000005,216.5672637134026,45.907863299878855,8.303114752512013,2019.1367626926353,48.65288938716303,22.256977009699387,0.5,39.974919347416474,17.834327362865974,12.437927827433999,0,0,0,1,0,0,0,0.14285714285714285
25.2,78.80000000000005,158.72693299061524,31.26384610917989,18.33041429993595,1683.723874622155,48.51979129940927,11.06507373122806,0.5,1.9989505198541488,18.412730670093847,7.753950057432643,0,0,0,1,0,0,0,0.14285714285714285
25.2,79.00000000000006,437.07368841763446,63.41310990179683,5.202593082891423,1445.38304463454,40.77386879766026,51.32075884956641,1.0,1.458715443293954,15.629263115823655,16.017261863053903,0,1,0,0,0,0,0,0.14285714285714285
25.2,79.20000000000006,251.99045947402647,55.94707817803908,5.407969690401043,2239.474925497528,23.347211330466514,24.569796122738747,0.0,7.874172776797928,17.480095405259735,14.625054242391245,0,0,0,1,0,0,0,0.14285714285714285
25.2,79.40000000000006,158.36068645336186,60.419369802090486,5.645791642605729,1869.3568563144647,18.992203264641397,-4.660834912130001,0.0,16.838147081594705,18.41639313546638,9.260995162372144,0,0,0,1,0,0,0,0.14285714285714285
25.2,79.60000000000007,552.4961005722495,61.9811461947771,1.3362236517596262,2457.872054661232,38.491341268287606,19.67199186766086,0.0,8.071667405070206,14.475038994277506,15.020241571360826,0,0,0,1,0,0,0,0.14285714285714285
25.2,79.80000000000007,572.1558950203745,68.5804928990412,0.0,1305.9160674651453,26.50406296288975,29.75554989442555,0.5,0.6516271489382691,14.278441049796257,15.754800912928573,0,1,0,1,0,0,0,0.2857142857142857
25.2,80.00000000000007,168.15058096990606,82.3397753913583,5.488767979859794,2079.029129650302,5.900970481804495,2.9437103744549855,0.0,58.58216140910364,18.31849419030094,12.900595332652417,0,0,0,1,0,0,0,0.14285714285714285
25.2,80.20000000000007,0.0,63.47004859381021,7.018041672743185,2636.806389958781,11.831342541702632,36.49132729156315,0.0,80.96753072334886,20.0,12.516882583945435,0,0,0,1,0,0,0,0.14285714285714285
25.2,80.40000000000008,489.7380320850315,36.21425221001143,5.820471739205135,1996.061575695083,58.16073449876526,22.34655646726139,0.0,6.988126440310095,15.102619679149685,10.944348361192647,0,0,0,1,0,0,0,0.14285714285714285
25.2,80.60000000000008,151.30932896564627,80.49512279164917,5.144732706622532,2075.2091158567523,13.832593421720645,-32.14368440036577,0.0,25.269520344533902,18.486906710343536,10.362258583940843,0,0,0,1,0,0,0,0.14285714285714285
25.2,80.80000000000008,446.36041395020084,89.40243986110279,5.907136262669711,2272.326976864857,11.225213695744904,20.699321899699704,0.0,11.308878390082198,15.536395860497992,13.340857122114343,0,0,0,1,0,0,0,0.14285714285714285
25.2,81.00000000000009,0.0,100.0,10.660681806699616,2056.85105025288,0.0,6.585299264686869,0.5,4.987014300762966,20.0,6.132592109556942,0,1,0,1,0,0,0,0.2857142857142857
25.2,81.20000000000009,466.7547617775089,34.4068032817872,4.475925043543556,2171.68454283316,59.791230892264274,25.449478643775898,0.0,6.757257755216118,15.33245238222491,13.249735074812609,0,0,0,1,0,0,0,0.14285714285714285
25.2,81.40000000000009,46.00090826149082,57.2724461716358,2.4623690917980854,2204.777920722171,52.03519110446948,33.59017915797746,1.0,18.195162048855728,19.53999091738509,11.069310062136323,0,0,0,1,0,0,0,0.14285714285714285
25.2,81.6000000000001,434.388117930952,14.783070651587206,3.850964646833023,2158.7125551822924,68.24129166709427,18.609123295777536,0.0,15.179069290150647,15.65611882069048,13.401426908947103,0,0,0,1,0,0,1,0.2857142857142857
25.2,81.8000000000001,291.0899076849339,65.70091552189622,8.093003070670244,2756.412067100984,31.5699735959093,48.01092703183509,0.5,6.668927922682984,17.08910092315066,9.012356432567486,0,1,0,1,0,0,0,0.2857142857142857
25.2,82.0000000000001,97.4474102383181,41.833081003143185,12.209066054134713,2566.894838260359,29.24638129476861,11.131744661671261,1.0,49.187371587654575,19.02552589761682,15.501732892989537,0,0,0,1,0,0,0,0.14285714285714285
25.2,82.2000000000001,206.828031532291,92.22523130923985,1.9713920912106053,2544.5762247330317,0.0,27.202238814018678,1.0,10.617263107541879,17.93171968467709,12.403496836610211,0,1,0,1,0,0,0,0.2857142857142857
25.2,82.4000000000001,425.49898550898723,40.811672174049924,5.578389743461419,2752.775383699688,41.48336675625552,30.804733825688125,0.0,23.109112650461768,15.745010144910127,13.92053914095708,0,0,0,1,0,0,0,0.14285714285714285
25.2,82.60000000000011,309.41418474069394,21.062746649674345,6.753809109931233,2471.7136582022254,80.00286959491359,12.75896297508652,0.0,6.236989644545232,16.90585815259306,10.222908210279723,0,0,0,1,0,0,0,0.14285714285714285
25.2,82.80000000000011,405.11789021214395,46.60604245355153,0.08269081090269476,2359.5755891880076,52.657164399591835,30.28136851249682,0.0,15.95400455088007,15.948821097878561,14.56432214497372,0,0,0,1,0,0,0,0.14285714285714285
25.2,83.00000000000011,683.5234110207441,20.75892218532573,5.135316981528064,2451.8657698401225,73.97072838721644,2.8124226096977996,0.0,7.848964965640172,13.164765889792559,15.993274843971646,0,0,0,1,0,0,0,0.14285714285714285
25.2,83.20000000000012,0.0,67.1299735813835,0.0,2674.004300086485,21.802696541321993,6.254513972516806,0.0,19.098246343794166,20.0,6.222953174569188,0,0,0,1,0,0,0,0.14285714285714285
25.2,83.40000000000012,611.6778091113719,17.783259643981843,0.0,2396.522201773844,79.21980539668927,-11.543891453785074,1.0,34.461159546341655,13.88322190888628,13.976267211084886,0,0,0,1,0,0,1,0.2857142857142857
25.2,83.60000000000012,309.10648162228966,55.41200894139036,6.846006092835737,2605.023735840324,30.107331932682786,19.534064680342116,0.0,30.895967904214796,16.908935183777103,13.996316242287213,0,0,0,1,0,0,0,0.14285714285714285
25.2,83.80000000000013,108.47848445302142,11.328403708200263,3.0892929886403815,2641.0833747855086,89.41685345170153,21.210915870028057,0.0,17.516071136823065,18.915215155469788,14.663890845667058,0,0,0,1,0,0,1,0.2857142857142857
25.2,84.00000000000013,22.172568969849124,45.845907999248794,6.017472820867671,3474.101562826255,38.225707826567394,38.29114552452576,0.0,36.64212122034476,19.77827431030151,10.354309217697814,0,0,0,1,0,0,0,0.14285714285714285
25.2,84.20000000000013,250.41121596224036,87.06410214296795,4.914743648444466,2045.4065384279884,21.319097860638337,30.528682440058848,0.5,46.203873009924855,17.495887840377595,14.218804351364692,0,1,0,1,0,0,0,0.2857142857142857
25.2,84.40000000000013,472.56531650253896,64.17247600705905,0.1209078206369667,2864.4814305170853,18.950811676063044,9.009971219992511,1.0,16.122176967839565,15.27434683497461,14.402051765795271,0,1,0,1,0,0,0,0.2857142857142857
25.2,84.60000000000014,262.7254700421402,37.05716922300785,4.775717202893316,3476.8918113138193,50.10191524953322,-8.857711393744362,0.0,4.2639676639050945,17.372745299578597,11.976590658770863,0,0,0,1,0,0,0,0.14285714285714285
25.2,84.80000000000014,590.4662801671166,58.12091778208017,0.0,3036.553339239736,58.65108731758079,23.362890403340657,0.0,17.638435887320902,14.095337198328835,18.086620856910095,0,0,0,1,0,0,0,0.14285714285714285
25.4,75.0,86.23545022498234,53.07048225756969,31.954861790007,1226.0252420263278,10.623268472802968,51.626828154175186,0.5,2.9900121406023064,19.137645497750178,10.992422901608062,1,0,0,0,0,0,0,0.14285714285714285
25.4,75.2,374.0527986660832,65.08185103433128,18.14030806258001,1070.7642210605427,3.6290542590445902,44.51546418196122,0.0,36.89957280722096,16.259472013339167,14.528690567334078,0,0,0,1,0,0,0,0.14285714285714285
25.4,75.4,125.99189935267034,25.69062586041892,23.703620046262785,881.4326386962805,52.79646971869498,51.10131520302811,0.0,24.787649255762922,18.740081006473297,6.756830838130787,1,0,0,0,0,1,0,0.2857142857142857
25.4,75.60000000000001,449.1969647602877,68.48095067543217,19.081447929426197,449.87419923916275,7.683678972996212,25.1739740819175,0.5,7.824142958959548,15.508030352397123,12.449907074029767,0,1,0,1,0,0,0,0.2857142857142857
25.4,75.80000000000001,553.8480662547543,4.082656626313039,26.612205857418534,1224.9020122333397,60.94643496008537,20.07938534236944,1.0,1.619252298913757,14.461519337452458,13.43230944575828,1,0,0,1,0,0,1,0.42857142857142855
25.4,76.00000000000001,292.3182294990835,42.05402881817156,21.439591504311625,971.3996512723438,25.547671569529644,14.673737661246372,0.0,11.74863838404936,17.076817705009166,10.259867217544615,1,0,0,1,0,0,0,0.2857142857142857
25.4,76.20000000000002,0.0,42.3425076422064,19.72442136307798,1004.7973373340824,65.61680705097505,28.29383537361044,0.0,76.45372786096165,20.0,8.803272950523393,0,0,0,1,0,0,0,0.14285714285714285
25.4,76.40000000000002,416.26021759459303,68.84605503238092,25.70625241882141,1136.018108920552,2.9321735469563084,27.839948786505964,0.0,0.35128541563651555,15.837397824054069,13.233130557401685,1,0,0,1,0,0,0,0.2857142857142857
25.4,76.60000000000002,463.81829858199603,57.287639506717184,20.629992334232615,1849.9890342319459,2.8266945557214314,33.545317276664676,0.0,11.413372761910935,15.36181701418004,14.580803256306982,1,0,0,1,0,0,0,0.2857142857142857
25.4,76.80000000000003,457.3295392276337,28.632181642560475,22.04822707727655,2088.798201451702,64.25668887021831,26.825815565172192,0.0,63.60380743667562,15.426704607723664,15.740212988991727,1,0,0,1,0,0,0,0.2857142857142857
25.4,77.00000000000003,623.627026599725,39.57866336370826,13.499771238125309,1473.3256465646427,53.032274449272144,26.739210111346928,0.0,9.061004936264563,13.76372973400275,14.22741093273505,0,0,0,1,0,0,0,0.14285714285714285
25.4,77.20000000000003,162.25985230548437,57.31431089768267,10.302179318608086,1309.5494246632163,24.718845473511365,13.877883646439473,0.0,13.394944275516242,18.377401476945156,7.864314261515409,0,0,0,1,0,0,0,0.14285714285714285
25.4,77.40000000000003,512.513809325384,55.96152731566355,16.778888714136933,1136.6279931319839,17.928393083338097,48.24414497691217,0.0,14.78778757854857,14.87486190674616,14.163718409869052,0,0,0,1,0,0,0,0.14285714285714285
25.4,77.60000000000004,614.9720907308891,47.55566703412386,13.578718596132422,1671.17429336178,45.60034233132603,30.942125950756576,0.0,10.444765116913718,13.850279092691107,18.559471110065253,0,0,0,1,0,0,0,0.14285714285714285
25.4,77.80000000000004,20.753071433990783,42.62575577627784,17.26369435473581,2106.300251448115,37.6413665940918,25.92288602017671,0.0,5.904407622233686,19.792469285660093,7.5272095589582095,0,0,0,1,0,0,0,0.14285714285714285
25.4,78.00000000000004,440.4009534190896,70.43103419132927,12.731850931499025,1538.0427818516366,0.0,14.463179640898257,0.0,0.2981004070550887,15.595990465809104,14.504518395168434,0,0,0,1,0,0,0,0.14285714285714285
25.4,78.20000000000005,275.63462203375985,44.11290131182485,13.208485522761032,939.3624122638287,60.55101281146081,2.7735024980606333,0.0,22.979001788115983,17.243653779662402,12.82698925300678,0,0,0,1,0,0,0,0.14285714285714285
25.4,78.40000000000005,360.166053614965,53.69305635956413,3.1779400871492136,1894.8924525650652,38.78909893112708,55.57104855686923,0.0,51.700118170471804,16.39833946385035,13.666750622123946,0,0,0,0,0,0,0,0.0
25.4,78.60000000000005,446.0058849429614,99.98395791931122,19.914666765479243,2030.3137909860352,0.0,40.504538868518495,0.0,1.324443339190447,15.539941150570385,12.482441614969117,0,0,0,1,0,0,0,0.14285714285714285
25.4,78.80000000000005,279.0248754125837,26.03028478261538,8.898428885734816,1299.7565119658784,77.85563591130695,-3.0665921455169887,0.5,6.9081416774010584,17.209751245874163,10.053547454109571,0,0,0,1,0,0,0,0.14285714285714285
25.4,79.00000000000006,241.32897240297177,17.06516529685736,12.52586521158892,1869.2717857111306,60.39887404672558,44.67461072007549,0.0,15.313226965667766,17.58671027597028,6.597379058029669,0,0,0,1,0,0,1,0.2857142857142857
25.4,79.20000000000006,383.30107173289906,71.41901052308863,4.246702826768843,1992.5106619836868,34.66618529377401,47.86138811054454,1.0,27.59981137526089,16.166989282671008,11.184639021324049,0,1,0,1,0,0,0,0.2857142857142857
25.4,79.40000000000006,159.02140046273362,39.7389944820789,9.42564784594231,1876.0269930707877,44.32093217334198,31.899287151900943,0.0,8.99156663668597,18.409785995372662,9.867040921809707,0,0,0,1,0,0,0,0.14285714285714285
25.4,79.60000000000007,159.30556245825704,46.94962984688512,0.8960305135791167,1701.5442344784756,33.487333771496345,61.37398262091753,0.0,56.98983678859362,18.406944375417428,13.698297948070072,0,0,0,0,0,0,0,0.0
